,cevae_ite
10468,-0.015728375
10469,-0.015094563
10470,-0.01725694
10471,-0.015210867
10472,-0.024942195
10473,-0.013013449
10474,-0.020029655
10475,-0.015881393
10476,-0.01278649
10477,-0.012960716
10478,-0.010933712
10479,-0.009674281
10480,-0.014454019
10481,-0.016946305
10482,-0.019436214
10483,-0.017187264
10484,-0.01850312
10485,-0.013003103
10486,-0.015942931
10487,-0.015267211
10488,-0.013041948
10489,-0.022090212
10490,-0.014756571
10491,-0.01534989
10492,-0.020409165
10493,-0.016206346
10494,-0.01651432
10495,-0.014432468
10496,-0.017560977
10497,-0.019015521
10498,-0.018577993
10499,-0.015853299
10500,-0.016172813
10501,-0.019270128
10502,-0.0233045
10503,-0.019979246
10504,-0.021016402
10505,-0.009812391
10506,-0.015848862
10507,-0.012942951
10508,-0.022020986
10509,-0.011959294
10510,-0.019076079
10511,-0.015086577
10512,-0.008670839
10513,-0.02763271
10514,-0.014103104
10515,-0.012010048
10516,-0.013612545
10517,-0.010622151
10518,-0.014802803
10519,-0.017271083
10520,-0.02320472
10521,-0.011343293
10522,-0.019368628
10523,-0.019836266
10524,-0.011849281
10525,-0.013917494
10526,-0.015442094
10527,-0.021769542
10528,-0.010590513
10529,-0.010438209
10530,-0.017607372
10531,-0.021164272
10532,-0.010932365
10533,-0.013680008
10534,-0.012125156
10535,-0.019667812
10536,-0.019339291
10537,-0.02159211
10538,-0.019114103
10539,-0.016800879
10540,-0.016895859
10541,-0.016414491
10542,-0.012864144
10543,-0.014069528
10544,-0.020699108
10545,-0.021470262
10546,-0.015379212
10547,-0.012459288
10548,-0.020522878
10549,-0.017119374
10550,-0.011680783
10551,-0.012508175
10552,-0.016494494
10553,-0.012766252
10554,-0.019818019
10555,-0.026110405
10556,-0.021226566
10557,-0.016036669
10558,-0.019324608
10559,-0.020676166
10560,-0.018012349
10561,-0.020143796
10562,-0.02131669
10563,-0.012452775
10564,-0.012796232
10565,-0.012134787
10566,-0.016472738
10567,-0.014009637
10568,-0.020988984
10569,-0.018615052
10570,-0.016315876
10571,-0.019584691
10572,-0.014012375
10573,-0.016123541
10574,-0.014786084
10575,-0.015140624
10576,-0.022931114
10577,-0.017325412
10578,-0.013848814
10579,-0.018243987
10580,-0.012461448
10581,-0.019506047
10582,-0.022186566
10583,-0.018186068
10584,-0.01415985
10585,-0.014938285
10586,-0.010690568
10587,-0.028912507
10588,-0.012182302
10589,-0.01609573
10590,-0.029916681
10591,-0.015852965
10592,-0.017728323
10593,-0.013055616
10594,-0.014065602
10595,-0.01619776
10596,-0.01833825
10597,-0.023334714
10598,-0.017602887
10599,-0.011078413
10600,-0.01842273
10601,-0.019721812
10602,-0.021806626
10603,-0.019465264
10604,-0.011236477
10605,-0.018797794
10606,-0.02361981
10607,-0.010144718
10608,-0.011703923
10609,-0.022210145
10610,-0.020232189
10611,-0.015572811
10612,-0.012828006
10613,-0.013521224
10614,-0.011120843
10615,-0.021725483
10616,-0.009934602
10617,-0.007681511
10618,-0.014168253
10619,-0.008906482
10620,-0.015751541
10621,-0.021720221
10622,-0.028545395
10623,-0.02050228
10624,-0.014950751
10625,-0.023679471
10626,-0.019041045
10627,-0.015750425
10628,-0.015468161
10629,-0.012470466
10630,-0.014613718
10631,-0.012281063
10632,-0.0136437
10633,-0.020042328
10634,-0.01743795
10635,-0.018185211
10636,-0.010004157
10637,-0.015051892
10638,-0.018503461
10639,-0.014334323
10640,-0.015760062
10641,-0.018787164
10642,-0.016476452
10643,-0.010897949
10644,-0.017041342
10645,-0.018714329
10646,-0.00978435
10647,-0.023831457
10648,-0.010106269
10649,-0.012295547
10650,-0.013733903
10651,-0.009318103
10652,-0.019460937
10653,-0.014905005
10654,-0.024906548
10655,-0.015514022
10656,-0.02169989
10657,-0.0120454
10658,-0.022322731
10659,-0.025530949
10660,-0.01240326
10661,-0.012000974
10662,-0.02588019
10663,-0.023837347
10664,-0.013573715
10665,-0.026253713
10666,-0.019926876
10667,-0.018734662
10668,-0.016194744
10669,-0.025642924
10670,-0.023378475
10671,-0.030855259
10672,-0.012224501
10673,-0.022956859
10674,-0.020290498
10675,-0.025487645
10676,-0.011522247
10677,-0.022080077
10678,-0.015625788
10679,-0.010909111
10680,-0.025085159
10681,-0.0094527
10682,-0.019527409
10683,-0.010807367
10684,-0.028162004
10685,-0.021331115
10686,-0.008794981
10687,-0.018184988
10688,-0.021337729
10689,-0.017924167
10690,-0.00763901
10691,-0.013630135
10692,-0.01932277
10693,-0.018383201
10694,-0.008109005
10695,-0.008017996
10696,-0.016137009
10697,-0.013675613
10698,-0.014216608
10699,-0.012864709
10700,-0.02478751
10701,-0.01275058
10702,-0.018249741
10703,-0.009043546
10704,-0.017142717
10705,-0.022371162
10706,-0.012736151
10707,-0.027657432
10708,-0.01108999
10709,-0.016959572
10710,-0.02079438
10711,-0.01581211
10712,-0.015966689
10713,-0.022774708
10714,-0.015654182
10715,-0.019632595
10716,-0.013940045
10717,-0.018696574
10718,-0.027933113
10719,-0.018523403
10720,-0.012182169
10721,-0.024405994
10722,-0.014321477
10723,-0.016792392
10724,-0.026271718
10725,-0.014475665
10726,-0.024749245
10727,-0.010014796
10728,-0.013398101
10729,-0.016574562
10730,-0.016074084
10731,-0.009550646
10732,-0.014041777
10733,-0.012463092
10734,-0.010737193
10735,-0.014923722
10736,-0.013274218
10737,-0.013259474
10738,-0.014102938
10739,-0.024481919
10740,-0.01745311
10741,-0.014471505
10742,-0.02461613
10743,-0.018182285
10744,-0.021439238
10745,-0.022141222
10746,-0.01623795
10747,-0.016343573
10748,-0.02024442
10749,-0.013440176
10750,-0.021069821
10751,-0.015787717
10752,-0.012010591
10753,-0.014182839
10754,-0.018915147
10755,-0.016100472
10756,-0.02324621
10757,-0.019688932
10758,-0.012523292
10759,-0.024678001
10760,-0.012085794
10761,-0.020857869
10762,-0.013745976
10763,-0.010752894
10764,-0.015543389
10765,-0.019011071
10766,-0.012949156
10767,-0.021485401
10768,-0.019792615
10769,-0.009094015
10770,-0.020756803
10771,-0.02015667
10772,-0.014171082
10773,-0.021073457
10774,-0.024880035
10775,-0.017072128
10776,-0.029214196
10777,-0.013526411
10778,-0.020270186
10779,-0.016639546
10780,-0.020765316
10781,-0.017872952
10782,-0.015096969
10783,-0.021962751
10784,-0.013201423
10785,-0.021712547
10786,-0.014978876
10787,-0.011039894
10788,-0.009502799
10789,-0.016427491
10790,-0.017285824
10791,-0.009056917
10792,-0.012918328
10793,-0.014306705
10794,-0.018503904
10795,-0.021163991
10796,-0.019683292
10797,-0.012882547
10798,-0.018345602
10799,-0.014409485
10800,-0.020650536
10801,-0.025999375
10802,-0.019471848
10803,-0.010415832
10804,-0.013182595
10805,-0.016438611
10806,-0.016278289
10807,-0.014298534
10808,-0.01764611
10809,-0.017210003
10810,-0.016346997
10811,-0.014173107
10812,-0.017639546
10813,-0.023208011
10814,-0.010989701
10815,-0.017890137
10816,-0.013263989
10817,-0.008831762
10818,-0.028021937
10819,-0.012036661
10820,-0.012194876
10821,-0.012150553
10822,-0.012430273
10823,-0.020976996
10824,-0.018078342
10825,-0.011764796
10826,-0.030393362
10827,-0.015920155
10828,-0.013467478
10829,-0.014856507
10830,-0.022435628
10831,-0.015240884
10832,-0.0179037
10833,-0.022022109
10834,-0.013943565
10835,-0.014792725
10836,-0.007867629
10837,-0.015216369
10838,-0.010812508
10839,-0.019301871
10840,-0.016055705
10841,-0.017457835
10842,-0.015094147
10843,-0.020917863
10844,-0.024855996
10845,-0.015489684
10846,-0.012618615
10847,-0.01369883
10848,-0.015218958
10849,-0.010490548
10850,-0.029035518
10851,-0.017128894
10852,-0.019853599
10853,-0.021053871
10854,-0.019123729
10855,-0.011230072
10856,-0.019781426
10857,-0.014549677
10858,-0.015544267
10859,-0.0133924
10860,-0.016402571
10861,-0.022933632
10862,-0.023084214
10863,-0.015856288
10864,-0.032916192
10865,-0.027017837
10866,-0.018639011
10867,-0.014721513
10868,-0.032768566
10869,-0.017406061
10870,-0.011258644
10871,-0.015227673
10872,-0.017779805
10873,-0.015340907
10874,-0.012163155
10875,-0.022729494
10876,-0.014280833
10877,-0.013986122
10878,-0.010614058
10879,-0.020220326
10880,-0.023426585
10881,-0.021342227
10882,-0.012680317
10883,-0.019246968
10884,-0.020131834
10885,-0.012776223
10886,-0.029649029
10887,-0.019810474
10888,-0.016529061
10889,-0.013854292
10890,-0.025658661
10891,-0.015362541
10892,-0.015431888
10893,-0.022586837
10894,-0.013920782
10895,-0.016601706
10896,-0.019903881
10897,-0.015354493
10898,-0.010573678
10899,-0.01577061
10900,-0.014971571
10901,-0.014257801
10902,-0.024812156
10903,-0.016130798
10904,-0.011025691
10905,-0.013639448
10906,-0.012217318
10907,-0.019296242
10908,-0.016062381
10909,-0.018218253
10910,-0.018758235
10911,-0.02011811
10912,-0.020653756
10913,-0.014518325
10914,-0.018318828
10915,-0.015217639
10916,-0.013456709
10917,-0.023156276
10918,-0.011368146
10919,-0.016086819
10920,-0.015230848
10921,-0.012781082
10922,-0.014378251
10923,-0.011098379
10924,-0.012186122
10925,-0.009342609
10926,-0.010958057
10927,-0.025002161
10928,-0.022081204
10929,-0.017819632
10930,-0.015610102
10931,-0.011401627
10932,-0.021320237
10933,-0.01038168
10934,-0.017022425
10935,-0.012173678
10936,-0.017685262
10937,-0.010330489
10938,-0.016046187
10939,-0.018499291
10940,-0.025134545
10941,-0.019491464
10942,-0.025783459
10943,-0.010546681
10944,-0.016738767
10945,-0.01268458
10946,-0.019221619
10947,-0.024782693
10948,-0.023883728
10949,-0.025943391
10950,-0.024986085
10951,-0.01684008
10952,-0.01518093
10953,-0.016142271
10954,-0.021623934
10955,-0.020743836
10956,-0.026319839
10957,-0.013102254
10958,-0.028150331
10959,-0.020655075
10960,-0.010426222
10961,-0.008612043
10962,-0.01770045
10963,-0.011090481
10964,-0.012004413
10965,-0.015306863
10966,-0.00874404
10967,-0.017115699
10968,-0.018649708
10969,-0.010946052
10970,-0.012341949
10971,-0.014886851
10972,-0.016064284
10973,-0.024111815
10974,-0.018845696
10975,-0.013930798
10976,-0.013641481
10977,-0.021335151
10978,-0.027596207
10979,-0.021647023
10980,-0.020797806
10981,-0.027025286
10982,-0.017430168
10983,-0.022398537
10984,-0.017875323
10985,-0.02832236
10986,-0.011006861
10987,-0.014504841
10988,-0.015463156
10989,-0.030215774
10990,-0.022721328
10991,-0.014099723
10992,-0.016664982
10993,-0.022006439
10994,-0.010883067
10995,-0.010350046
10996,-0.016068617
10997,-0.013697407
10998,-0.016844127
10999,-0.014388086
11000,-0.023142993
11001,-0.020924399
11002,-0.021809025
11003,-0.015605216
11004,-0.017742258
11005,-0.018504307
11006,-0.022192039
11007,-0.02321302
11008,-0.012722578
11009,-0.015586645
11010,-0.023926074
11011,-0.017489128
11012,-0.020306619
11013,-0.018570879
11014,-0.021287499
11015,-0.02004406
11016,-0.016156239
11017,-0.01179646
11018,-0.016063675
11019,-0.012334262
11020,-0.021734314
11021,-0.012002166
11022,-0.010313625
11023,-0.021348495
11024,-0.019781651
11025,-0.015440693
11026,-0.015387117
11027,-0.013495082
11028,-0.026489465
11029,-0.017463868
11030,-0.015459602
11031,-0.019025195
11032,-0.015566753
11033,-0.019039502
11034,-0.012113824
11035,-0.018782966
11036,-0.014667552
11037,-0.022411685
11038,-0.010843747
11039,-0.013284368
11040,-0.018515117
11041,-0.015431942
11042,-0.016272431
11043,-0.01714058
11044,-0.019801263
11045,-0.012173024
11046,-0.019044984
11047,-0.011181384
11048,-0.018637741
11049,-0.018009258
11050,-0.01084366
11051,-0.021366447
11052,-0.015831269
11053,-0.015895663
11054,-0.010293786
11055,-0.017569497
11056,-0.009766572
11057,-0.01860413
11058,-0.021845534
11059,-0.015058986
11060,-0.011574592
11061,-0.014901849
11062,-0.009893743
11063,-0.011092344
11064,-0.016580792
11065,-0.019648392
11066,-0.012363819
11067,-0.022873271
11068,-0.017438004
11069,-0.024070742
11070,-0.009781191
11071,-0.023854829
11072,-0.012534664
11073,-0.019595854
11074,-0.014746981
11075,-0.016594646
11076,-0.015512075
11077,-0.030926734
11078,-0.016766647
11079,-0.015704481
11080,-0.013420437
11081,-0.01447253
11082,-0.015533072
11083,-0.018298533
11084,-0.022144929
11085,-0.018668642
11086,-0.016609842
11087,-0.015401276
11088,-0.019110847
11089,-0.018283067
11090,-0.023631578
11091,-0.020791929
11092,-0.023560407
11093,-0.01598162
11094,-0.017798577
11095,-0.010155403
11096,-0.012637424
11097,-0.025456106
11098,-0.010882396
11099,-0.024652697
11100,-0.019830385
11101,-0.020646483
11102,-0.021125164
11103,-0.023878573
11104,-0.023061551
11105,-0.017139655
11106,-0.008096583
11107,-0.016681839
11108,-0.02295368
11109,-0.016777948
11110,-0.017189696
11111,-0.014001635
11112,-0.016227555
11113,-0.01923926
11114,-0.016683802
11115,-0.015299043
11116,-0.024562882
11117,-0.01590308
11118,-0.011484248
11119,-0.026394786
11120,-0.02087976
11121,-0.014098251
11122,-0.020537125
11123,-0.020335842
11124,-0.014218324
11125,-0.015935838
11126,-0.016378168
11127,-0.014461672
11128,-0.020009767
11129,-0.016414048
11130,-0.022040417
11131,-0.022292169
11132,-0.022020454
11133,-0.020682419
11134,-0.011153882
11135,-0.015860569
11136,-0.020662664
11137,-0.014977934
11138,-0.015263614
11139,-0.011901251
11140,-0.017062873
11141,-0.018658273
11142,-0.009245436
11143,-0.033696555
11144,-0.010334355
11145,-0.017314781
11146,-0.015449577
11147,-0.014086962
11148,-0.009801737
11149,-0.016998818
11150,-0.015115296
11151,-0.022663526
11152,-0.013900582
11153,-0.023887191
11154,-0.023478596
11155,-0.009742003
11156,-0.011301901
11157,-0.012547534
11158,-0.030800905
11159,-0.019759376
11160,-0.011236478
11161,-0.016078088
11162,-0.017619738
11163,-0.019383678
11164,-0.011997867
11165,-0.013046469
11166,-0.014064596
11167,-0.015510671
11168,-0.0242281
11169,-0.015475653
11170,-0.020486174
11171,-0.012871199
11172,-0.016163139
11173,-0.007891716
11174,-0.019239666
11175,-0.028019981
11176,-0.019355271
11177,-0.023958469
11178,-0.019972507
11179,-0.024641695
11180,-0.027060444
11181,-0.013807847
11182,-0.012774306
11183,-0.011917287
11184,-0.013213933
11185,-0.009600865
11186,-0.02181326
11187,-0.024702657
11188,-0.019598626
11189,-0.016925141
11190,-0.026962426
11191,-0.021229856
11192,-0.01778122
11193,-0.012476774
11194,-0.014675084
11195,-0.013445406
11196,-0.012270147
11197,-0.020978218
11198,-0.030277612
11199,-0.014897221
11200,-0.021306215
11201,-0.024572307
11202,-0.007666698
11203,-0.015082823
11204,-0.012689379
11205,-0.022714751
11206,-0.01376992
11207,-0.014162689
11208,-0.015096386
11209,-0.025429992
11210,-0.020052098
11211,-0.011409348
11212,-0.018042628
11213,-0.021665236
11214,-0.024669128
11215,-0.009863806
11216,-0.016211614
11217,-0.018691136
11218,-0.013004093
11219,-0.014564232
11220,-0.019890668
11221,-0.030149072
11222,-0.012194636
11223,-0.02162577
11224,-0.00989634
11225,-0.019301258
11226,-0.015915634
11227,-0.016543753
11228,-0.010783922
11229,-0.023926323
11230,-0.022404328
11231,-0.015560667
11232,-0.022638852
11233,-0.011356098
11234,-0.015046586
11235,-0.012408488
11236,-0.018650258
11237,-0.011320238
11238,-0.015329654
11239,-0.018429503
11240,-0.020237911
11241,-0.022790093
11242,-0.017542072
11243,-0.017029708
11244,-0.018984893
11245,-0.022053447
11246,-0.02004179
11247,-0.018864052
11248,-0.009062716
11249,-0.013377922
11250,-0.01442132
11251,-0.015265483
11252,-0.012735321
11253,-0.023852579
11254,-0.017977748
11255,-0.019626457
11256,-0.018383086
11257,-0.021617368
11258,-0.012605015
11259,-0.018630844
11260,-0.013618748
11261,-0.008119572
11262,-0.011531602
11263,-0.029738532
11264,-0.01691271
11265,-0.01360355
11266,-0.013994799
11267,-0.017472539
11268,-0.012498077
11269,-0.011146467
11270,-0.02398937
11271,-0.017059304
11272,-0.022922654
11273,-0.018830471
11274,-0.023486905
11275,-0.025408152
11276,-0.014193903
11277,-0.0150741
11278,-0.010760011
11279,-0.013979085
11280,-0.022285627
11281,-0.032333359
11282,-0.019227643
11283,-0.012701815
11284,-0.015053699
11285,-0.024295609
11286,-0.012782735
11287,-0.013028394
11288,-0.022399468
11289,-0.014894799
11290,-0.022159005
11291,-0.013673293
11292,-0.015224774
11293,-0.01305262
11294,-0.016055781
11295,-0.012385286
11296,-0.019661456
11297,-0.025191497
11298,-0.015721153
11299,-0.027970493
11300,-0.015811168
11301,-0.009297888
11302,-0.025525445
11303,-0.014422891
11304,-0.019062011
11305,-0.015281959
11306,-0.018356051
11307,-0.024464086
11308,-0.015960135
11309,-0.021156745
11310,-0.020731937
11311,-0.022919623
11312,-0.009391223
11313,-0.013570874
11314,-0.014176174
11315,-0.020456718
11316,-0.019256601
11317,-0.017188137
11318,-0.010500011
11319,-0.008720151
11320,-0.016892474
11321,-0.015162214
11322,-0.016399059
11323,-0.021829914
11324,-0.014980691
11325,-0.02594587
11326,-0.013589924
11327,-0.016706005
11328,-0.011030281
11329,-0.021574322
11330,-0.012723739
11331,-0.022873214
11332,-0.014088434
11333,-0.013529875
11334,-0.016102647
11335,-0.017648952
11336,-0.013188904
11337,-0.013554154
11338,-0.018200036
11339,-0.025289176
11340,-0.02422278
11341,-0.020038772
11342,-0.028864104
11343,-0.022258606
11344,-0.019795835
11345,-0.016961506
11346,-0.018661749
11347,-0.022121804
11348,-0.017160241
11349,-0.014555434
11350,-0.013470116
11351,-0.018146401
11352,-0.014769023
11353,-0.016604433
11354,-0.023518467
11355,-0.014456569
11356,-0.012597856
11357,-0.012489283
11358,-0.025896572
11359,-0.013213894
11360,-0.022048924
11361,-0.028644498
11362,-0.019155286
11363,-0.012567554
11364,-0.027310578
11365,-0.019243667
11366,-0.014465955
11367,-0.014253985
11368,-0.015783412
11369,-0.018697212
11370,-0.014365484
11371,-0.015079372
11372,-0.017129362
11373,-0.018032547
11374,-0.015452147
11375,-0.011274871
11376,-0.018660568
11377,-0.01250655
11378,-0.007878602
11379,-0.010034742
11380,-0.012865099
11381,-0.021512996
11382,-0.025203567
11383,-0.015678627
11384,-0.014587895
11385,-0.016930761
11386,-0.032076526
11387,-0.011819568
11388,-0.015009309
11389,-0.023791833
11390,-0.01552115
11391,-0.013746494
11392,-0.018998627
11393,-0.008561675
11394,-0.018700253
11395,-0.019611243
11396,-0.012981839
11397,-0.019389767
11398,-0.024021007
11399,-0.019354366
11400,-0.018903732
11401,-0.008630701
11402,-0.026691994
11403,-0.022510998
11404,-0.013751498
11405,-0.013052824
11406,-0.015698811
11407,-0.018942665
11408,-0.017436609
11409,-0.016538097
11410,-0.019682879
11411,-0.014277402
11412,-0.022855854
11413,-0.012942879
11414,-0.019373192
11415,-0.013820778
11416,-0.027955385
11417,-0.014160895
11418,-0.029342888
11419,-0.022026327
11420,-0.014582781
11421,-0.021934776
11422,-0.00946123
11423,-0.022949332
11424,-0.011526096
11425,-0.012974021
11426,-0.018102441
11427,-0.015879786
11428,-0.032653704
11429,-0.013024702
11430,-0.011232306
11431,-0.017287772
11432,-0.014984284
11433,-0.020757297
11434,-0.025450839
11435,-0.016180053
11436,-0.021239961
11437,-0.012435152
11438,-0.021732146
11439,-0.019529721
11440,-0.016425909
11441,-0.019788526
11442,-0.015387562
11443,-0.013488061
11444,-0.017058758
11445,-0.020128498
11446,-0.023562185
11447,-0.025979761
11448,-0.019829817
11449,-0.014574043
11450,-0.015718544
11451,-0.012484009
11452,-0.008614427
11453,-0.018534608
11454,-0.016632732
11455,-0.01047421
11456,-0.019692345
11457,-0.012403719
11458,-0.018847484
11459,-0.012929354
11460,-0.015367903
11461,-0.022946667
11462,-0.014338318
11463,-0.022056716
11464,-0.012531326
11465,-0.02023612
11466,-0.017714042
11467,-0.013361054
11468,-0.011401163
11469,-0.018495655
11470,-0.014093642
11471,-0.027911369
11472,-0.012011028
11473,-0.016060455
11474,-0.022785367
11475,-0.018606564
11476,-0.013509943
11477,-0.018203437
11478,-0.018460132
11479,-0.013556133
11480,-0.018925698
11481,-0.014003381
11482,-0.020902077
11483,-0.013266223
11484,-0.01492148
11485,-0.009163092
11486,-0.024890125
11487,-0.020388108
11488,-0.022194987
11489,-0.01877521
11490,-0.027169308
11491,-0.019665152
11492,-0.015090613
11493,-0.021374874
11494,-0.013302899
11495,-0.028451195
11496,-0.014015489
11497,-0.017640973
11498,-0.018116837
11499,-0.01218438
11500,-0.017284624
11501,-0.015817862
11502,-0.0172929
11503,-0.009624004
11504,-0.021051582
11505,-0.018062916
11506,-0.016305348
11507,-0.02206279
11508,-0.021343522
11509,-0.020783266
11510,-0.011715592
11511,-0.020357575
11512,-0.010750107
11513,-0.01954755
11514,-0.020654324
11515,-0.013647277
11516,-0.015143158
11517,-0.021610709
11518,-0.021291509
11519,-0.011331673
11520,-0.02264104
11521,-0.019314839
11522,-0.032134514
11523,-0.015992725
11524,-0.019589258
11525,-0.014161274
11526,-0.016274149
11527,-0.026883604
11528,-0.012283203
11529,-0.023320399
11530,-0.02423357
11531,-0.014702224
11532,-0.021795554
11533,-0.015169268
11534,-0.01689025
11535,-0.015686916
11536,-0.023673803
11537,-0.015108154
11538,-0.024216361
11539,-0.016518624
11540,-0.014065974
11541,-0.013999868
11542,-0.029854573
11543,-0.010360178
11544,-0.02167153
11545,-0.013572937
11546,-0.013921672
11547,-0.020236965
11548,-0.011109925
11549,-0.015514537
11550,-0.01136379
11551,-0.014655153
11552,-0.023996241
11553,-0.009493546
11554,-0.023996642
11555,-0.010627803
11556,-0.01643892
11557,-0.019530101
11558,-0.020005925
11559,-0.016554454
11560,-0.017105844
11561,-0.014241514
11562,-0.025724815
11563,-0.014544629
11564,-0.015792256
11565,-0.017232269
11566,-0.010273423
11567,-0.020965682
11568,-0.015939325
11569,-0.020986585
11570,-0.021366032
11571,-0.021053901
11572,-0.013420016
11573,-0.020376902
11574,-0.01513719
11575,-0.014168293
11576,-0.020679416
11577,-0.023919512
11578,-0.019800393
11579,-0.017164752
11580,-0.019680701
11581,-0.015182409
11582,-0.029421547
11583,-0.017055498
11584,-0.019781917
11585,-0.019466665
11586,-0.017917978
11587,-0.016129766
11588,-0.016796406
11589,-0.015505851
11590,-0.012940085
11591,-0.014254515
11592,-0.023785897
11593,-0.017691445
11594,-0.024043068
11595,-0.011103145
11596,-0.011795089
11597,-0.023170637
11598,-0.019221568
11599,-0.009795863
11600,-0.020786168
11601,-0.016301809
11602,-0.015280165
11603,-0.016343251
11604,-0.019079937
11605,-0.014256335
11606,-0.015924975
11607,-0.01955769
11608,-0.015912144
11609,-0.0183015
11610,-0.010368659
11611,-0.018306805
11612,-0.019690953
11613,-0.018603656
11614,-0.015713315
11615,-0.025332782
11616,-0.01511557
11617,-0.016421577
11618,-0.01591178
11619,-0.025975637
11620,-0.014747197
11621,-0.020409567
11622,-0.015183629
11623,-0.019412896
11624,-0.022261256
11625,-0.017687496
11626,-0.017046401
11627,-0.016663762
11628,-0.011785778
11629,-0.016195187
11630,-0.023331266
11631,-0.015449001
11632,-0.013819799
11633,-0.012393158
11634,-0.014796014
11635,-0.026302306
11636,-0.011803991
11637,-0.024467858
11638,-0.02426837
11639,-0.020565623
11640,-0.012351496
11641,-0.011470892
11642,-0.022127854
11643,-0.020319741
11644,-0.014236106
11645,-0.023292877
11646,-0.01083
11647,-0.022421194
11648,-0.02269537
11649,-0.015190903
11650,-0.014025303
11651,-0.023709917
11652,-0.025818184
11653,-0.016313965
11654,-0.014880371
11655,-0.016980506
11656,-0.01222119
11657,-0.023401575
11658,-0.020591946
11659,-0.018762054
11660,-0.016021252
11661,-0.021269083
11662,-0.020341838
11663,-0.02706199
11664,-0.012801457
11665,-0.031915069
11666,-0.011311577
11667,-0.019926572
11668,-0.01095722
11669,-0.026819644
11670,-0.012222434
11671,-0.024688086
11672,-0.008505183
11673,-0.027135605
11674,-0.008485192
11675,-0.01046891
11676,-0.013595411
11677,-0.01206091
11678,-0.01647274
11679,-0.009239837
11680,-0.021612482
11681,-0.014501503
11682,-0.021330545
11683,-0.015156084
11684,-0.016544156
11685,-0.009592687
11686,-0.014709567
11687,-0.02534312
11688,-0.021015869
11689,-0.01984158
11690,-0.027782448
11691,-0.029081905
11692,-0.028131589
11693,-0.00982821
11694,-0.023778114
11695,-0.012002843
11696,-0.015999814
11697,-0.022047816
11698,-0.017213164
11699,-0.028463524
11700,-0.013731103
11701,-0.021775158
11702,-0.012032114
11703,-0.021339195
11704,-0.028540719
11705,-0.016626453
11706,-0.011389312
11707,-0.013973045
11708,-0.023674456
11709,-0.01860301
11710,-0.01262669
11711,-0.023739049
11712,-0.016117005
11713,-0.024019586
11714,-0.020964172
11715,-0.013782994
11716,-0.021446543
11717,-0.016342156
11718,-0.01867358
11719,-0.011313527
11720,-0.015322838
11721,-0.021149985
11722,-0.015566747
11723,-0.015463675
11724,-0.018340884
11725,-0.015019641
11726,-0.01647999
11727,-0.016730575
11728,-0.030537944
11729,-0.023674896
11730,-0.011640394
11731,-0.012964392
11732,-0.021320028
11733,-0.015643012
11734,-0.022848699
11735,-0.018276844
11736,-0.019350143
11737,-0.018626032
11738,-0.01134025
11739,-0.017135685
11740,-0.01383136
11741,-0.023770817
11742,-0.025252929
11743,-0.013128798
11744,-0.016493594
11745,-0.012373776
11746,-0.018445225
11747,-0.021538278
11748,-0.011830719
11749,-0.028070208
11750,-0.025061134
11751,-0.019476693
11752,-0.024441168
11753,-0.019040203
11754,-0.013445867
11755,-0.018822324
11756,-0.010403681
11757,-0.019219575
11758,-0.012482178
11759,-0.021301031
11760,-0.021327082
11761,-0.016257469
11762,-0.009150825
11763,-0.016555175
11764,-0.020064456
11765,-0.011489593
11766,-0.0104212
11767,-0.015813187
11768,-0.014813188
11769,-0.015747946
11770,-0.020785404
11771,-0.019180305
11772,-0.016813057
11773,-0.013262886
11774,-0.017976582
11775,-0.012343287
11776,-0.008911867
11777,-0.020308366
11778,-0.015787408
11779,-0.022037316
11780,-0.018817257
11781,-0.012953878
11782,-0.016303925
11783,-0.012364419
11784,-0.030359982
11785,-0.01776935
11786,-0.010729139
11787,-0.022557685
11788,-0.035002545
11789,-0.016661758
11790,-0.018850276
11791,-0.014211865
11792,-0.024231954
11793,-0.015040385
11794,-0.014256825
11795,-0.022463869
11796,-0.018901099
11797,-0.022862177
11798,-0.024518149
11799,-0.016184989
11800,-0.025473706
11801,-0.02264294
11802,-0.015706992
11803,-0.019235456
11804,-0.015380543
11805,-0.019370254
11806,-0.014010115
11807,-0.012665144
11808,-0.016503777
11809,-0.02192576
11810,-0.02583164
11811,-0.017186048
11812,-0.009827681
11813,-0.012832896
11814,-0.015797149
11815,-0.017153513
11816,-0.012564454
11817,-0.015947049
11818,-0.019482464
11819,-0.019600429
11820,-0.015721286
11821,-0.020861855
11822,-0.01874369
11823,-0.024980091
11824,-0.014771599
11825,-0.01808821
11826,-0.021775747
11827,-0.016209804
11828,-0.021410432
11829,-0.013523263
11830,-0.014279084
11831,-0.01940063
11832,-0.009580226
11833,-0.010292572
11834,-0.0112171
11835,-0.012192245
11836,-0.021571316
11837,-0.020777423
11838,-0.017816601
11839,-0.011512968
11840,-0.014552391
11841,-0.012469243
11842,-0.021154955
11843,-0.026088573
11844,-0.02280242
11845,-0.020379364
11846,-0.015282081
11847,-0.010085794
11848,-0.013286137
11849,-0.012278467
11850,-0.018742256
11851,-0.023044417
11852,-0.029530216
11853,-0.016392481
11854,-0.012879525
11855,-0.011011765
11856,-0.010333495
11857,-0.021974208
11858,-0.018152215
11859,-0.01213987
11860,-0.017370425
11861,-0.013161844
11862,-0.017002985
11863,-0.015195997
11864,-0.013558605
11865,-0.017433975
11866,-0.022985272
